hand1,hand2,flop,turn,river,flop_quality,flop_dynamic_score
"['Kd', 'Td']","['8c', '6h']","['9d', '3h', '6s']",['Qs'],['7d'],"['Disconnected', 'Rainbow', 'Unpaired']",0.75
"['Kc', 'Tc']","['7d', '6h']","['Ts', 'As', '2d']",['8s'],['5h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ks', 'Ts']","['6s', '6c']","['2d', 'Jd', '8d']",['7s'],['3c'],"['Disconnected', 'Monotone', 'Unpaired']",3.0
"['Kd', 'Td']","['6h', '5h']","['2s', '4c', '2d']",['Qs'],['Th'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kd', 'Td']","['6c', '4c']","['Ts', 'Ac', 'Jh']",['Tc'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Kc', 'Tc']","['6d', '3d']","['3h', '2d', 'Kh']",['3c'],['4c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kc', 'Tc']","['6h', '2h']","['8s', 'Ad', '3c']",['4s'],['Ac'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Kc', 'Tc']","['Ad', '5s']","['As', '9h', '6d']",['Js'],['5c'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Kc', 'Tc']","['Ks', '5d']","['Ah', '4c', '2c']",['3d'],['8d'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Ks', 'Ts']","['Qd', '5s']","['3d', 'Qs', '2c']",['Kc'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kd', 'Td']","['Jc', '5h']","['Qh', 'Jh', '9c']",['9h'],['Ac'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Kh', 'Th']","['Ts', '5d']","['9s', '5c', 'Qc']",['4d'],['Qd'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kd', 'Td']","['9d', '5s']","['Qs', '5d', 'Qc']",['Ts'],['9c'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Kc', 'Tc']","['8c', '5h']","['9d', '4c', 'Td']",['Jc'],['Ah'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kh', 'Th']","['7h', '5d']","['Ad', '6h', 'Jc']",['5c'],['7c'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Kd', 'Td']","['6c', '5s']","['4s', '8c', 'Ks']",['9d'],['6h'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Kc', 'Tc']","['5d', '5h']","['3c', 'Ad', '7s']",['4c'],['5s'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Kd', 'Td']","['5s', '4s']","['4h', 'Qh', '6h']",['8h'],['Ad'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Ks', 'Ts']","['5d', '3d']","['2s', '9d', '9h']",['2h'],['3h'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Ks', 'Ts']","['5h', '2h']","['Qs', 'Qh', 'Jc']",['3h'],['4c'],"['Moderately connected', 'Rainbow', 'Paired']",2.5
"['Kh', 'Th']","['Ac', '4h']","['2h', '7c', '4c']",['9h'],['Td'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Kc', 'Tc']","['Ks', '4h']","['Kd', '2d', '8d']",['Js'],['Qc'],"['Disconnected', 'Monotone', 'Unpaired', 'King high']",3.0
"['Kc', 'Tc']","['Qs', '4h']","['Th', '6d', '2s']",['7h'],['Qc'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kd', 'Td']","['Js', '4d']","['Jh', '7h', '6s']",['8h'],['As'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kd', 'Td']","['Tc', '4h']","['2d', '8s', '6h']",['Qs'],['Js'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ks', 'Ts']","['9d', '4c']","['4d', 'Kd', '7s']",['8c'],['5c'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Ks', 'Ts']","['8s', '4c']","['9s', 'Qc', 'Qd']",['Qh'],['Kc'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ks', 'Ts']","['7c', '4s']","['7d', '9c', 'Ad']",['6h'],['8s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ks', 'Ts']","['6s', '4h']","['Th', '7d', '2h']",['3s'],['5h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kc', 'Tc']","['5s', '4c']","['Ac', '3c', '9h']",['Ks'],['As'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Kh', 'Th']","['4s', '4h']","['6d', '2c', '9d']",['6c'],['Jh'],"['Disconnected', 'Two-tone', 'Unpaired']",2.25
"['Kh', 'Th']","['4d', '3d']","['6s', '5d', 'Qc']",['6d'],['6c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kc', 'Tc']","['4d', '2d']","['6s', 'Td', 'Js']",['8d'],['4s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ks', 'Ts']","['Ah', '3s']","['Kd', '2h', '2s']",['Ad'],['7s'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Kh', 'Th']","['Ks', '3s']","['9d', '5s', '3h']",['2s'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kh', 'Th']","['Qh', '3s']","['Td', '3d', '7h']",['5s'],['3h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ks', 'Ts']","['Js', '3h']","['6s', 'Tc', 'Jc']",['Jh'],['3s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ks', 'Ts']","['Td', '3s']","['Qd', '6s', '9h']",['Js'],['Tc'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kd', 'Td']","['9d', '3c']","['8c', 'Qh', 'Qc']",['Tc'],['8d'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kd', 'Td']","['8s', '3h']","['4c', '6h', '6s']",['6c'],['2h'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kd', 'Td']","['7h', '3d']","['6d', 'Qd', 'Jh']",['5s'],['7s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kc', 'Tc']","['6s', '3d']","['7d', '9s', '2h']",['Ad'],['6c'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kc', 'Tc']","['5d', '3c']","['Jd', '6c', 'Qs']",['9s'],['7c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kh', 'Th']","['4d', '3s']","['Qs', '9c', 'Jc']",['8h'],['7d'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Ks', 'Ts']","['3d', '3c']","['8h', '2c', '5d']",['Qh'],['2d'],"['Disconnected', 'Rainbow', 'Unpaired']",0.75
"['Kh', 'Th']","['3c', '2c']","['5s', '7s', '7h']",['8s'],['4c'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Kd', 'Td']","['Ac', '2h']","['Kh', '6c', '5h']",['2s'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kd', 'Td']","['Ks', '2s']","['2h', 'Ac', 'Jh']",['Tc'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kd', 'Td']","['Qs', '2c']","['4c', '2h', 'Jh']",['9d'],['Qd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kh', 'Th']","['Js', '2c']","['Qs', '6c', '6d']",['6s'],['4h'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Kc', 'Tc']","['Ts', '2h']","['6d', '5h', '9s']",['7c'],['7s'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kh', 'Th']","['9d', '2c']","['6c', 'Kd', '6s']",['9h'],['2s'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Kh', 'Th']","['8c', '2s']","['7s', '4h', '9d']",['9h'],['Tc'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kd', 'Td']","['7s', '2h']","['Tc', '3c', 'Ac']",['Kh'],['Jc'],"['Disconnected', 'Monotone', 'Unpaired', 'Ace high']",3.0
"['Kh', 'Th']","['6h', '2s']","['Jh', '9s', '4d']",['5h'],['Qh'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kh', 'Th']","['5h', '2s']","['3d', 'Jd', '3s']",['8d'],['Ac'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kd', 'Td']","['4s', '2d']","['3s', 'Ad', '5d']",['6c'],['2s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kc', 'Tc']","['3s', '2c']","['9d', '3d', '6c']",['2h'],['Ac'],"['Disconnected', 'Two-tone', 'Unpaired']",2.25
"['Kd', 'Td']","['2d', '2h']","['Ad', '5s', '9s']",['Jd'],['2s'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Kh', '9h']","['Kc', '8c']","['Ah', '5c', 'Jc']",['6c'],['6d'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Kh', '9h']","['Kc', '7c']","['2h', 'Td', '5c']",['3s'],['Jc'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kd', '9d']","['Ks', '6s']","['Ah', '4h', '2h']",['Kc'],['9s'],"['Highly connected', 'Monotone', 'Unpaired', 'Ace high']",6.0
"['Ks', '9s']","['Kh', '5s']","['7h', 'Qs', '8c']",['8d'],['2c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kd', '9d']","['Ks', '4s']","['Tc', '8c', '5d']",['Qh'],['Jd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kc', '9c']","['Kd', '3d']","['5d', 'Qs', '6h']",['2d'],['7s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kh', '9h']","['Ks', '2h']","['6s', '3c', '8h']",['4c'],['8d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ks', '9s']","['As', 'Qh']","['Ts', '6d', 'Qs']",['2s'],['2c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kd', '9d']","['Ks', 'Qh']","['3h', '6c', 'Qd']",['Qs'],['8c'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kh', '9h']","['Qd', 'Qs']","['4d', '7s', 'Qh']",['Ts'],['6d'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kc', '9c']","['Qh', 'Jh']","['3c', '9d', '7s']",['Kh'],['Qd'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ks', '9s']","['Qh', 'Th']","['2h', 'Td', '7h']",['Jc'],['4c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kc', '9c']","['Qd', '9d']","['Qh', 'Qc', '5h']",['2d'],['4h'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kd', '9d']","['Qd', '8d']","['2s', 'Ts', '2d']",['4s'],['6d'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kc', '9c']","['Qd', '7d']","['6h', 'Tc', 'Td']",['5c'],['3h'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Kd', '9d']","['Qd', '6d']","['9s', '8h', '8c']",['7c'],['8s'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kd', '9d']","['Qh', '5h']","['8h', 'Qs', '3h']",['2s'],['6s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kh', '9h']","['Qs', '4s']","['7c', 'As', 'Jd']",['4h'],['Qh'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Ks', '9s']","['Qs', '3s']","['6c', '8d', '3d']",['2d'],['Js'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ks', '9s']","['Qh', '2h']","['7c', '6s', '4s']",['Ts'],['3s'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Kc', '9c']","['Ah', 'Jd']","['Kh', '3h', '5c']",['6c'],['7h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ks', '9s']","['Kh', 'Jh']","['8d', '4h', '8h']",['Qs'],['2c'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Ks', '9s']","['Qs', 'Jh']","['Qd', '8d', '2d']",['Kc'],['6h'],"['Disconnected', 'Monotone', 'Unpaired']",3.0
"['Kd', '9d']","['Jh', 'Jc']","['Qs', 'Jd', '6c']",['8h'],['3c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kd', '9d']","['Jd', 'Td']","['As', 'Js', 'Qs']",['2d'],['5h'],"['Highly connected', 'Monotone', 'Unpaired', 'Ace high']",6.0
"['Ks', '9s']","['Js', '9h']","['6h', '2d', '5d']",['7d'],['Th'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Kh', '9h']","['Jd', '8d']","['9s', '7d', '2d']",['Js'],['Jh'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Kd', '9d']","['Jd', '7d']","['Tc', 'Qd', '2d']",['7c'],['3h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ks', '9s']","['Jc', '6c']","['9d', '2d', 'Qh']",['2h'],['Qd'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ks', '9s']","['Jd', '5d']","['Tc', 'As', '6h']",['2c'],['8c'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Ks', '9s']","['Jc', '4c']","['As', '2d', 'Kd']",['4d'],['7d'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Kd', '9d']","['Jd', '3d']","['3h', 'Jh', 'Ks']",['6s'],['As'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kd', '9d']","['Js', '2s']","['9s', '5h', '8c']",['8d'],['Ts'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kh', '9h']","['As', 'Th']","['2d', '9d', '7c']",['9c'],['3c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Kd', '9d']","['Ks', 'Th']","['2s', 'Ts', '9s']",['6s'],['8s'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Kh', '9h']","['Qh', 'Ts']","['9c', 'Tc', '7c']",['Ks'],['3c'],"['Highly connected', 'Monotone', 'Unpaired']",6.0
"['Kc', '9c']","['Jc', 'Th']","['Ts', '8h', '3s']",['7d'],['3d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kc', '9c']","['Td', 'Ts']","['8s', 'Jd', '8d']",['8h'],['Qs'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kd', '9d']","['Tc', '9c']","['Th', '3s', '5s']",['8d'],['Ad'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kd', '9d']","['Td', '8d']","['Th', '2c', '7h']",['Tc'],['Ks'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kc', '9c']","['Th', '7h']","['Tc', '3s', '3h']",['4c'],['3c'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ks', '9s']","['Td', '6d']","['5h', '3c', '3d']",['5d'],['4c'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kc', '9c']","['Ts', '5s']","['Ks', 'Qd', '2d']",['2h'],['3h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kc', '9c']","['Tc', '4c']","['Jc', '8c', 'Td']",['6c'],['2h'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Kd', '9d']","['Td', '3d']","['6s', '9c', '8h']",['8c'],['8s'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Kc', '9c']","['Ts', '2s']","['4h', '5s', '5h']",['Kh'],['Qc'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Kd', '9d']","['Ah', '9s']","['2s', '8d', '2d']",['Qs'],['2c'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Kh', '9h']","['Kd', '9s']","['9d', 'Td', 'Ac']",['2d'],['2c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kd', '9d']","['Qd', '9h']","['2h', 'Td', '3s']",['Qh'],['6c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ks', '9s']","['Jh', '9c']","['Kc', '8h', '8s']",['3c'],['2d'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Kh', '9h']","['Ts', '9c']","['3h', '8h', 'Jc']",['8d'],['Jh'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kd', '9d']","['9h', '9s']","['3c', '3d', '5h']",['9c'],['Ts'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kc', '9c']","['9h', '8h']","['Qc', '2c', 'Jc']",['3c'],['Tc'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Kh', '9h']","['9s', '7h']","['9c', 'Ks', '5c']",['Jc'],['8s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Ks', '9s']","['9c', '6c']","['4c', '7h', '5d']",['4d'],['3d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Kh', '9h']","['9s', '5h']","['Jc', '8s', '3d']",['Qs'],['7h'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ks', '9s']","['9c', '4c']","['Ah', 'Ts', '9h']",['5h'],['Js'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kc', '9c']","['9h', '3h']","['2c', 'Ks', '2s']",['7c'],['Qh'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Ks', '9s']","['9c', '2c']","['6d', '8c', '7h']",['3h'],['4c'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Ks', '9s']","['Ah', '8d']","['Kd', 'As', '2d']",['Th'],['Js'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Kh', '9h']","['Ks', '8d']","['4s', '3h', '2c']",['As'],['2h'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Kd', '9d']","['Qh', '8d']","['Kc', '7d', 'Ac']",['Ts'],['6d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ks', '9s']","['Jc', '8h']","['4h', '7d', '2c']",['9h'],['6c'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kh', '9h']","['Ts', '8c']","['Qs', '5c', '3c']",['Ac'],['8d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kh', '9h']","['9d', '8s']","['Jh', 'Ah', 'Ts']",['5s'],['Th'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kd', '9d']","['8h', '8c']","['Ah', '3s', 'Kh']",['8s'],['5s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kd', '9d']","['8s', '7s']","['Qs', 'Th', '5s']",['6h'],['As'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kh', '9h']","['8d', '6d']","['Td', 'Qd', 'Jd']",['2c'],['Kc'],"['Highly connected', 'Monotone', 'Unpaired']",6.0
"['Kd', '9d']","['8d', '5d']","['9c', '7h', 'Qs']",['5s'],['Th'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ks', '9s']","['8c', '4c']","['6c', 'Ac', '2s']",['As'],['8d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kc', '9c']","['8d', '3d']","['4c', '2c', '3h']",['7d'],['Jh'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Kh', '9h']","['8d', '2d']","['5h', '3d', '7h']",['2h'],['Qc'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Kh', '9h']","['Ad', '7h']","['Ks', '5h', '5s']",['5d'],['3s'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Kh', '9h']","['Ks', '7c']","['4d', '4c', 'Jh']",['Kc'],['5d'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ks', '9s']","['Qc', '7h']","['Td', '2d', '6d']",['5h'],['Ts'],"['Disconnected', 'Monotone', 'Unpaired']",3.0
"['Kh', '9h']","['Js', '7d']","['5s', '4s', '3d']",['Ah'],['5c'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Ks', '9s']","['Th', '7s']","['3s', 'Kh', '2s']",['Qs'],['Js'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kd', '9d']","['9s', '7c']","['6c', '3c', '8d']",['4s'],['5h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Kd', '9d']","['8c', '7s']","['Ad', 'Qc', 'Jd']",['2h'],['Ac'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Kd', '9d']","['7h', '7d']","['Td', '4c', '9h']",['Js'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kc', '9c']","['7h', '6h']","['Tc', 'Ad', 'As']",['Kd'],['6c'],"['Disconnected', 'Rainbow', 'Paired', 'Ace high']",1.0
"['Ks', '9s']","['7h', '5h']","['Ts', 'Tc', '3c']",['7c'],['5c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kd', '9d']","['7c', '4c']","['Th', 'Ts', '7s']",['Kh'],['4h'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ks', '9s']","['7d', '3d']","['Jc', 'Qs', '6h']",['7s'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kd', '9d']","['7c', '2c']","['Qh', 'Jh', '5h']",['Qs'],['6c'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Kd', '9d']","['Ah', '6s']","['8d', 'Td', '2d']",['9s'],['5d'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Kd', '9d']","['Ks', '6c']","['7c', '7s', '9h']",['Ts'],['Tc'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Kh', '9h']","['Qc', '6h']","['Th', 'Ks', '8h']",['8s'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ks', '9s']","['Js', '6d']","['2h', '5c', '6s']",['4s'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kc', '9c']","['Td', '6h']","['7c', 'Kh', '8h']",['4d'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ks', '9s']","['9h', '6d']","['3d', '7s', 'Qh']",['6c'],['Ah'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ks', '9s']","['8d', '6h']","['6d', '7c', '3c']",['8s'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ks', '9s']","['7c', '6h']","['6s', '7s', 'Jc']",['5s'],['8c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kc', '9c']","['6d', '6s']","['Ks', '2h', '6h']",['7d'],['7s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Kc', '9c']","['6c', '5c']","['2d', 'Jc', 'Kd']",['5s'],['Jh'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Kd', '9d']","['6c', '4c']","['5d', 'Tc', '7c']",['Jh'],['9h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kd', '9d']","['6h', '3h']","['Jc', '2h', 'Ts']",['4d'],['Jd'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Kh', '9h']","['6s', '2s']","['Kd', '8h', '5s']",['Jd'],['9c'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Ks', '9s']","['Ah', '5s']","['Qd', '8h', '3s']",['9h'],['Qs'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kd', '9d']","['Ks', '5c']","['4d', '7s', '2c']",['Qh'],['Ah'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Kd', '9d']","['Qc', '5d']","['2c', '7d', 'Ah']",['4c'],['Jh'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Kc', '9c']","['Jc', '5h']","['Qh', 'Qc', '7c']",['8h'],['Jd'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kh', '9h']","['Tc', '5h']","['8d', '7d', 'Js']",['Th'],['5c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kh', '9h']","['9d', '5c']","['4h', 'Qc', '4s']",['6s'],['Qh'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Kc', '9c']","['8s', '5c']","['7h', 'Jd', 'Qh']",['3d'],['3s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Kd', '9d']","['7c', '5h']","['Qd', '6d', '3c']",['6s'],['4h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Kd', '9d']","['6h', '5d']","['As', '7h', '6s']",['4c'],['2c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kd', '9d']","['5h', '5s']","['8d', 'Ts', '8h']",['3c'],['4c'],"['Moderately connected', 'Rainbow', 'Paired']",2.5
"['Ks', '9s']","['5s', '4s']","['5d', '8c', 'Jh']",['Qd'],['Jd'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ks', '9s']","['5c', '3c']","['7h', '4d', 'Js']",['9c'],['7c'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Kh', '9h']","['5c', '2c']","['9s', '8d', 'Ts']",['Qh'],['7c'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Ks', '9s']","['As', '4d']","['5c', '8h', 'Qc']",['Ts'],['5s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ks', '9s']","['Kd', '4s']","['8c', '5d', '5c']",['3c'],['4c'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Kh', '9h']","['Qd', '4h']","['3c', '9s', '6c']",['5d'],['3d'],"['Disconnected', 'Two-tone', 'Unpaired']",2.25
"['Ks', '9s']","['Jc', '4d']","['2d', 'Tc', '2h']",['2s'],['7h'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Kd', '9d']","['Td', '4h']","['6c', '3h', '4c']",['As'],['Ac'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Ks', '9s']","['9c', '4h']","['3s', 'Ad', 'Qh']",['5s'],['2s'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Ks', '9s']","['8c', '4h']","['5d', 'Ac', 'Ad']",['Js'],['9d'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Kh', '9h']","['7s', '4h']","['Jc', 'Jh', '7h']",['3h'],['8c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Kc', '9c']","['6d', '4h']","['9h', '7c', 'Ac']",['Qh'],['3d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Kh', '9h']","['5h', '4c']","['6h', 'Tc', '7h']",['6c'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ks', '9s']","['4d', '4h']","['Ac', '4c', 'Tc']",['Kh'],['9h'],"['Disconnected', 'Monotone', 'Unpaired', 'Ace high']",3.0
